ProbeID	Name	3-2_ham_S91_L004	3-4_ham_S92_L004	3-6_ham_S93_L004	4-2_ham_S94_L004	4-5_ham_S95_L004	4-6_ham_S96_L004	UN_CT_1_ham_S89_L004	UN_CT_3_ham_S90_L004
ENSMAUG00000010941.1	MED26	-0.291	0.078609835	0.22527493	0.074505436	-0.174	-0.145	-0.38	-0.108
ENSMAUG00000010942.1		1.020057652	0.847996907	0.602171791	1.264236151	0.876566059	1.528571319	1.660837368	1.775261292
ENSMAUG00000010943.1	CASP7	3.479747934	3.67570304	3.989865623	3.396981459	3.240466987	2.537544572	1.901108243	2.479747934
ENSMAUG00000010944.1	CCDC174	1.72377697	1.245495663	2.011137783	2.202887833	1.771885579	2.121015401	1.695993813	1.8623522
ENSMAUG00000010945.1	FKBP8	4.024585638	4.44619005	4.525442506	4.602052987	4.25716152	4.538848521	4.084744621	4.282217379
ENSMAUG00000010946.1	OSER1	2.901880564	2.965507261	2.903616775	3.584722032	3.581230716	4.063589225	3.308011315	3.812087435
ENSMAUG00000010947.1	FAN1	-0.498	-0.478	-0.19	-0.196	-0.464	-0.341	-0.455	-0.216
ENSMAUG00000010948.1		5.412239566	5.438059925	5.504239013	2.630871383	4.111031312	0.681674142	0.732052073	0.462575888
ENSMAUG00000010949.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000010950.1	SLC26A11	0.738119289	0.652601218	0.958285901	0.385154897	0.153156788	0.186500558	-0.149	0.236339539
ENSMAUG00000010951.1	MSANTD2	0.222804561	0.380729449	0.504874589	1.009347172	0.399444565	0.911499849	0.318461465	0.605020153
ENSMAUG00000010952.1		7.355597765	7.255321329	6.663458482	6.459448013	6.610995279	6.67856493	5.644000452	5.848898309
ENSMAUG00000010953.1	CSTB	6.354804751	6.418206818	6.334192823	4.984953851	5.583248282	4.7258502	4.343905218	4.599734353
ENSMAUG00000010954.1		2.444932049	2.290424404	2.423040253	2.560470409	1.933572638	2.807354922	2.376012488	2.321928095
ENSMAUG00000010955.1	RABL2	2.032100843	2.423040253	2.445726703	2.416029011	2.123666196	0.93659083	0.997111721	1.183327706
ENSMAUG00000010956.1	DDIAS	-0.381	-0.499	-0.684	-0.911	-0.881	-0.923	-0.991	-0.928
ENSMAUG00000010957.1		-0.667	-0.589	-0.801	-1	-0.82	-0.787	-0.91	-0.87
ENSMAUG00000010958.1		-1	-1	-0.929	-1	-0.957	-1	-1	-1
ENSMAUG00000010959.1		-0.985	-0.951	-0.966	-0.957	-0.99	-0.9	-0.988	-0.941
ENSMAUG00000010960.1		2.865126995	3.328692877	3.053111336	1.638305577	2.544732656	-0.156	-0.526	0.010063683
ENSMAUG00000010961.1	BTLA	-0.587	-0.637	-0.578	0.562669826	-0.054	0.780730036	0.842375488	0.486456956
ENSMAUG00000010962.1	IGFN1	-0.977	-0.971	-0.923	-0.974	-0.974	-0.983	-0.974	-0.972
ENSMAUG00000010963.1		-0.229	-0.595	-0.421	-0.821	-0.858	-0.935	-0.876	-0.947
ENSMAUG00000010964.1	FOXD2	-0.935	-0.907	-0.951	-0.979	-0.972	-0.98	-0.983	-1
ENSMAUG00000010965.1	TMPRSS11F	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000010966.1	PDGFB	2.053806444	3.047189364	2.777367109	4.526131427	3.848698046	4.274932526	3.508808926	3.880293702
ENSMAUG00000010967.1	ASIC2	-0.979	-0.978	-0.93	-0.944	-0.949	-0.98	-0.889	-0.928
ENSMAUG00000010968.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000010969.1	OLFR1438-PS1	-0.982	-0.921	-0.938	-0.25	-0.649	-0.238	-0.528	-0.46
ENSMAUG00000010970.1	CST12	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000010971.1	VPS33B	2.220639513	2.161565256	2.552622992	2.321639527	2.12035194	2.38708677	1.917622702	2.163498732
ENSMAUG00000010972.1	SPTAN1	4.486006365	4.721372659	4.872533297	5.677451864	4.935789738	5.675646591	4.995348836	5.393004257
ENSMAUG00000010973.1	GPR62	-1	-1	-0.965	-1	-1	-0.971	-0.975	-1
ENSMAUG00000010974.1	VPS26B	2.22125843	2.505636912	2.642701572	2.539282909	2.222804561	2.249748715	1.872631791	2.161242758
ENSMAUG00000010975.1	KDM4D	-0.96	-0.978	-0.977	-0.942	-0.961	-0.962	-0.984	-0.969
ENSMAUG00000010976.1	NUP54	2.017565643	1.98622888	2.508175081	2.011853406	1.6622055	2.070045788	1.380729449	1.633663697
ENSMAUG00000010977.1	3110009E18RIK	1.598365205	1.704871964	1.690193578	1.566084491	1.299830762	1.792022388	1.670387157	1.908812908
ENSMAUG00000010978.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000010979.1	BCL2	0.809825996	1.074505436	0.411426246	1.287472295	0.888304895	1.124328135	0.424384672	0.364012054
ENSMAUG00000010980.1	POR	4.26138037	4.459825027	4.655180069	4.850199342	4.03483197	4.226893814	3.492878648	4.03157164
ENSMAUG00000010981.1	GM26602	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000010982.1	ZBTB16	1.780730036	1.374622206	2.766807151	3.644433152	1.560225822	1.939226578	0.763836459	0.776525151
ENSMAUG00000010983.1	GM94	-0.063	1.766383141	0.49057013	-1	-0.137	-1	-1	-0.875
ENSMAUG00000010984.1	SOCS3	3.950561729	4.611290435	4.890154817	2.74092756	3.537171799	2.72617728	1.356707253	2.118359726
ENSMAUG00000010985.1	PDS5A	2.901880564	2.820485343	3.12763328	2.750177706	2.359802261	2.769771739	2.126642531	2.462052319
ENSMAUG00000010986.1	C1QC	5.536643538	5.234386354	5.444766441	2.625504295	3.702325087	2.091869055	2.158013807	1.843983844
ENSMAUG00000010987.1	MPEG1	5.653117357	5.522903184	5.577489254	4.653174694	5.070603999	4.695659817	3.810134583	4.388051737
ENSMAUG00000010988.1	PLA2G4D	-0.848	-0.874	-0.802	-0.9	-0.903	-0.945	-0.934	-0.891
ENSMAUG00000010989.1	F11	-1	-0.986	-1	-1	-1	-1	-1	-0.99
ENSMAUG00000010990.1	HFE	3.105175192	2.905543451	3.074505436	2.643394453	2.770829046	2.765959006	2.185866545	2.638073837
ENSMAUG00000010991.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000010992.1	TMOD2	-0.692	-0.366	-0.915	-0.288	-0.076	0.650764559	0.046840254	-0.023
ENSMAUG00000010993.1	ZFP641	-0.829	-0.674	-0.807	-0.121	-0.241	0.15704371	-0.387	0.182692298
ENSMAUG00000010994.1	SMYD2	2.151209393	2.236339539	2.458382004	1.63784206	1.689299161	1.799916203	1.430820497	1.712815854
ENSMAUG00000010995.1	ING5	0.799087306	0.814755483	1.150559677	1.614474283	1.144699025	1.508428653	1.000721167	1.348232419
ENSMAUG00000010996.1	TAS1R1	-0.584	-0.605	-0.625	-0.887	-0.781	-0.844	-0.838	-0.853
ENSMAUG00000010997.1	APLN	-0.341	1.250355272	0.7031007	3.015604611	2.749534268	2.424653405	1.910348915	1.853197255
ENSMAUG00000010998.1		1.846794159	1.929412288	2.13553487	1.017921908	1.525066592	1.117695043	0.693319679	1.095586908
ENSMAUG00000010999.1	MYH6	-0.52	0.187767747	-0.974	-0.085	1.182056609	-0.23	4.764951186	2.605968359
ENSMAUG00000011000.1	STX8	3.479230561	3.173127433	3.697662633	3.807561007	3.257764969	3.442678148	2.932061171	3.101145784
ENSMAUG00000011001.1	GRXCR2	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011002.1	RNASE10	0.324234562	0.535057595	0.959770155	-0.071	-0.216	-0.492	-0.53	-0.737
ENSMAUG00000011003.1		-1	-1	-1	-1	-1	-0.924	-1	-1
ENSMAUG00000011004.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011005.1	PTGER3	-0.559	0.22527493	-0.33	-0.047	-0.457	-0.157	-0.241	0.037030731
ENSMAUG00000011006.1	TAOK2	2.545474211	2.807561007	3.022722894	3.415217825	2.709070023	2.920102707	2.438292852	2.86393845
ENSMAUG00000011007.1	P4HTM	-0.43	0.045442971	-0.257	1.345396375	1.007195501	1.69777382	1.114367025	1.582074221
ENSMAUG00000011008.1		0.35952117	0.761285273	0.665392771	0.605968359	0.69777382	0.711054322	0.656267535	1.030689204
ENSMAUG00000011009.1	ZC3H3	0.701327257	0.84317989	1.134878054	0.639695233	0.475084883	0.243669081	-0.105	0.264236151
ENSMAUG00000011010.1	OXGR1	-1	-0.99	-1	-0.965	-1	-0.983	-0.985	-0.979
ENSMAUG00000011011.1		-1	-0.465	-1	-1	-0.318	-0.513	-0.788	-0.803
ENSMAUG00000011012.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011013.1		-1	-1	-1	-0.965	-0.929	-0.93	-0.941	-0.972
ENSMAUG00000011014.1	IL17RD	-0.496	-0.272	-0.3	0.835115615	0.54399072	1.183327706	0.556797247	1.134878054
ENSMAUG00000011015.1	NDRG3	1.634128558	1.769348599	1.708407983	1.994579724	1.831471933	2.201006466	1.781569545	1.890252115
ENSMAUG00000011016.1	APOBEC2	-0.957	-0.908	-0.904	-0.835	-0.833	-0.713	-0.096	-0.733
ENSMAUG00000011017.1	ZFP566	0.10433666	0.332278283	0.332278283	1.176322773	0.655351829	1.38294387	0.851998837	0.968643756
ENSMAUG00000011018.1	HHIPL2	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011019.1		0.557777671	-0.001	-0.347	-0.926	-0.925	-0.963	-0.969	-0.97
ENSMAUG00000011020.1	RPL5	7.592785904	7.603633762	7.921162562	7.172097426	6.829151886	7.209414373	6.65562374	6.808745422
ENSMAUG00000011021.1	C2CD4D	-1	-0.97	-1	-0.973	-0.991	-1	-0.978	-0.957
ENSMAUG00000011022.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011023.1	COL5A2	3.136027285	3.855092716	3.798465321	3.076730101	2.709952271	2.965876614	2.92181714	3.137339572
ENSMAUG00000011024.1	PURA	2.690864027	2.70509322	3.009347172	3.260025656	2.652371763	2.880489627	2.556797247	2.941857519
ENSMAUG00000011025.1	UNK	0.604071324	0.483364361	0.809002775	1.132905812	0.654435541	0.839153387	0.479230561	0.577247536
ENSMAUG00000011026.1	ATG10	0.757023247	0.206643224	0.816394909	1.191562651	1.096261853	1.409255147	0.776525151	0.773996325
ENSMAUG00000011027.1	RPTOR	1.191562651	1.423847055	1.652601218	1.514501036	1.143393419	1.552377071	1.004321606	1.719402512
ENSMAUG00000011028.1	MMADHC	4.238328303	4.139305766	4.167759334	3.693988677	3.838951767	4.019346089	3.566815154	3.899272323
ENSMAUG00000011029.1		1.222804561	1.81393507	1.440952198	1.720716243	1.327687364	1.516519498	1.277984747	1.551392968
ENSMAUG00000011030.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011031.1	COL5A1	2.817418605	4.109611296	3.994398697	2.325386415	2.320773477	2.138814469	2.273217473	2.571191381
ENSMAUG00000011032.1		-0.756	-0.825	-0.863	-0.843	-0.498	-0.572	-0.472	-0.556
ENSMAUG00000011033.1	CCDC57	-0.374	-0.29	-0.015	-0.16	-0.363	-0.356	-0.621	-0.269
ENSMAUG00000011034.1	MZT2	3.168160629	3.00773372	2.662889079	2.730748629	2.752748591	3.018278085	2.639000572	3.062121712
ENSMAUG00000011035.1		0.240008965	-0.364	0.180147861	-0.503	-0.662	-0.588	-0.861	-0.27
ENSMAUG00000011036.1	WDR45	2.749319725	2.988593805	2.999458888	2.999098034	2.695771158	2.996388746	2.668799909	2.921055421
ENSMAUG00000011037.1	STAC	-1	-0.963	-0.961	-1	-0.977	-1	-0.972	-0.946
ENSMAUG00000011038.1	IL6RA	2.480006551	2.498761466	2.80467314	2.855391772	3.013640911	3.078268247	2.685491689	2.851399255
ENSMAUG00000011039.1	MICALL2	-0.149	0.029982866	-0.017	-0.364	-0.276	-0.586	-0.606	-0.45
ENSMAUG00000011040.1		2.593831801	2.807354922	2.899369008	2.160597546	2.03562391	2.283921772	2.121015401	2.558022674
ENSMAUG00000011041.1	CFAP52	0.89917563	1.790772038	1.418459838	2.070732786	1.812703577	1.480782124	0.858378925	0.766383141
ENSMAUG00000011042.1	2810459M11RIK	-0.88	-0.871	-0.82	-0.961	-0.922	-1	-1	-0.969
ENSMAUG00000011043.1		2.503348735	2.38211386	2.43055291	3.705977902	2.464668267	3.216299645	2.738119289	2.944671071
ENSMAUG00000011044.1	YPEL3	3.211012193	3.058662839	2.843782898	4.030512652	3.770829046	3.961623328	3.66106548	3.887720216
ENSMAUG00000011045.1	NASP	2.542753311	2.641083553	3.184597684	1.159629186	0.927517246	0.947105052	0.190298792	0.504874589
ENSMAUG00000011046.1		1.449429314	1.756596351	1.705314441	1.894914748	1.615887074	1.472487771	1.466235562	1.847596102
ENSMAUG00000011047.1	AGRN	3.196292286	3.625621183	3.28169825	3.778629126	3.388740605	3.74910515	3.034919984	3.552377071
ENSMAUG00000011048.1	MAML1	1.328836464	1.693319679	1.637378395	1.62058641	1.240008965	1.417379976	0.938850337	1.401630467
ENSMAUG00000011049.1	VEZT	2.495183478	2.403813062	2.780730036	2.563646269	2.214435698	2.529571108	2.117362586	2.363451457
ENSMAUG00000011050.1	CCR6	-0.865	-0.739	-0.878	-0.871	-0.861	-0.718	-0.826	-0.895
ENSMAUG00000011051.1	DDX54	2.144699025	2.46388398	2.742006211	2.044394119	1.545968369	1.684369929	1.196607044	1.369047643
ENSMAUG00000011052.1	ATG13	1.298071735	1.468322644	1.192194165	2.096599207	1.711054322	2.059355278	1.768078435	2.165751184
ENSMAUG00000011053.1	MYLK4	-1	-0.942	-0.97	-1	-1	-0.987	-1	-0.979
ENSMAUG00000011054.1	ANKRD6	-0.55	-0.645	-0.747	-0.666	-0.749	-0.715	-0.758	-0.651
ENSMAUG00000011055.1	CAMTA2	0.411426246	0.59645814	0.921436331	0.876566059	0.380729449	0.693319679	0.510961919	1.092207438
ENSMAUG00000011056.1	P4HA1	3.591679417	3.445196982	3.866017761	4.104755987	3.487357715	4.011585089	3.346389625	3.876566059
ENSMAUG00000011057.1	MGAM	-0.204	0.011495639	0.275007047	-0.449	-0.251	-0.527	-0.793	-0.715
ENSMAUG00000011058.1	IDO1	6.143373009	5.568305777	5.721345315	2.613295899	3.091361332	0.32998465	0.096261853	0.645240513
ENSMAUG00000011059.1	AKAP1	1.937721026	2.256406854	2.338281778	2.010421805	1.501311749	1.911116306	2.276496666	2.287176752
ENSMAUG00000011060.1	MXD3	0.125651102	0.477159211	0.687060688	-0.51	-0.164	-0.74	-0.365	-0.602
ENSMAUG00000011061.1	ORC5	1.988412026	2.043344505	2.031042243	2.14860877	1.878136767	2.011495639	1.508935662	2.037733627
ENSMAUG00000011062.1	TM9SF1	2.983130425	3.297484916	3.293223323	3.284514133	2.932439187	2.957914599	2.459431619	2.991680562
ENSMAUG00000011063.1	SGF29	1.578214165	1.784922702	1.409798228	1.876958896	1.317304068	1.572889668	1.495183478	1.72377697
ENSMAUG00000011064.1		0.728573603	1.264836648	1.176322773	0.585923977	0.9053509	0.943358763	0.717210299	0.632268215
ENSMAUG00000011065.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011066.1	PWWP2A	1.60833615	1.999639281	2.274410769	2.52682002	1.855989697	2.116364757	1.674008609	2.061776198
ENSMAUG00000011067.1	RCVRN	-1	-1	-1	-1	-0.917	-1	-1	-1
ENSMAUG00000011068.1	SLIT2	1.470406711	1.855989697	1.658097205	3.29234004	2.554097638	3.340134952	1.999278472	2.76213617
ENSMAUG00000011069.1	BRAP	1.944483671	2.250355272	2.476640909	2.721372659	2.266936423	2.543495883	1.916476644	2.392866916
ENSMAUG00000011070.1	CMTM4	2.203201156	2.463622457	2.411155037	3.347665656	2.628073654	3.534684178	2.545474211	3.268733801
ENSMAUG00000011071.1	DCUN1D5	3.673330279	3.626789546	4.054153872	4.025117409	3.36485254	3.846593604	3.058316496	3.372952098
ENSMAUG00000011072.1	ABCA6	2.704207995	2.18173866	2.373787394	1.947479146	2.412781525	2.34596403	1.320195821	1.790355014
ENSMAUG00000011073.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011074.1	ZFP503	0.560714954	0.910732662	0.384049807	1.700439718	1.173767068	1.324234562	1.109026176	1.472487771
ENSMAUG00000011075.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011076.1	PDYN	-0.972	-0.985	-1	-1	-1	-1	-0.978	-0.989
ENSMAUG00000011077.1	SCO1	1.856786546	1.501821265	1.822526219	1.582074221	1.292781749	1.336854639	1.045442971	1.162210036
ENSMAUG00000011078.1		0.126972856	-0.295	0.217851097	-0.207	-0.464	-0.159	-0.066	-0.488
ENSMAUG00000011079.1	WDFY4	1.390667686	1.49057013	1.658097205	1.079975377	1.37517848	0.916094423	0.207892852	0.865522959
ENSMAUG00000011080.1	LYRM9	0.676267408	0.486456956	-0.15	1.045442971	0.089498151	0.82374936	0.33571191	0.652601218
ENSMAUG00000011081.1	SPG20	0.573374526	0.539034703	1.048933645	1.685715936	1.024319679	1.543000877	1.088141597	1.296897858
ENSMAUG00000011082.1	CGREF1	-0.711	-0.701	-0.746	-0.837	-0.898	-0.909	-0.897	-0.867
ENSMAUG00000011083.1	APCS	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000011084.1	BCKDK	2.378234155	2.598603411	3.051372102	2.738767837	2.444402036	2.472747693	2.414135533	2.837135914
ENSMAUG00000011085.1	SMIM12	2.294841271	2.576763978	2.403267722	2.64823533	2.473786912	2.663572335	2.486199493	2.541267018
ENSMAUG00000011086.1		-1	-1	-1	-1	-1	-0.929	-1	-1
ENSMAUG00000011087.1		0.222804561	-0.362	0.018634174	-0.304	-0.374	0.629473197	-0.302	-0.268
ENSMAUG00000011088.1	ZFX	1.978561749	1.935459748	2.045442971	2.336854639	1.98622888	2.597888675	1.887525271	2.175684271
ENSMAUG00000011089.1		1.236951759	1.822118275	2.125320474	1.913416033	1.521050737	1.926379025	1.158337027	1.977463111
ENSMAUG00000011090.1	FGF20	-1	-1	-0.936	-1	-0.962	-1	-1	-1
ENSMAUG00000011091.1	DRD2	-1	-1	-0.988	-0.969	-0.979	-0.969	-0.983	-0.975
ENSMAUG00000011092.1	MAP11	1.961623328	1.855989697	2.453649266	1.456280482	0.984042426	1.139469495	0.5360529	1.098284796
ENSMAUG00000011093.1	EMG1	2.813729894	3.262433158	3.313245852	2.990591873	2.724431996	2.924289952	2.454175893	2.66698377
ENSMAUG00000011094.1		1.885183866	2.276794405	2.023964991	0.580145484	1.824564212	0.265436896	-0.25	0.380729449
ENSMAUG00000011095.1		3.114200422	3.102658131	3.522306893	3.697884997	3.10701825	3.71259578	3.30932173	3.501821265
ENSMAUG00000011096.1		-0.828	-0.761	-0.789	-0.238	-0.32	-0.199	-0.635	-0.586
ENSMAUG00000011097.1	NR5A1	-0.953	-1	-0.894	-0.908	-1	-1	-1	-1
ENSMAUG00000011098.1	CNTNAP4	-0.563	-0.623	-0.41	-0.724	-0.582	-0.727	-0.794	-0.682
ENSMAUG00000011099.1		2.197236355	1.87892148	1.715454127	2.183010037	1.963104155	2.64385619	1.913798965	2.477677328
ENSMAUG00000011100.1	DHX33	1.720278465	1.911883289	2.164464499	1.628540319	1.299830762	1.583037624	0.795766948	1.084064265
ENSMAUG00000011101.1	TRUB1	0.666302128	0.425459305	0.5290713	0.575312331	-0.085	0.211635253	-0.153	-0.028
ENSMAUG00000011102.1	TTI1	0.9053509	0.983312871	1.263034406	1.12035194	0.695102986	0.944108799	0.308011315	0.717210299
ENSMAUG00000011103.1	DTX1	-0.716	-0.675	-0.775	-0.751	-0.713	-0.895	-0.827	-0.748
ENSMAUG00000011104.1	TLN2	-0.009	0.14404637	0.339137385	1.40053793	0.59072177	1.271425676	0.911499849	1.113700499
ENSMAUG00000011105.1	CBLN2	-1	-0.99	-1	-1	-1	-1	-1	-0.993
ENSMAUG00000011106.1		1.348232419	1.783666181	1.992043276	2.131260215	1.276794405	1.559736524	0.930548119	1.545968369
ENSMAUG00000011107.1	MPHOSPH6	1.737686761	1.772307975	2.308302621	1.527070336	1.09895848	1.813524689	0.956800118	1.202260984
ENSMAUG00000011108.1	PEX5L	-0.908	-0.881	-0.792	-0.781	-0.812	-0.948	-0.853	-0.883
ENSMAUG00000011109.1	CDCA2	1.630871383	2.153156788	1.881273061	3.224349037	2.191562651	2.427874307	2.570948605	2.758516389
ENSMAUG00000011110.1	RAB18	4.387155718	4.648120259	5.080359203	5.18705509	4.725904718	5.023210988	4.714575239	4.69432306
ENSMAUG00000011111.1		-0.958	-1	-1	-1	-1	-1	-0.966	-1
ENSMAUG00000011112.1	RANBP9	2.898595342	2.973427598	3.260025656	2.997834333	2.681674142	2.964213778	2.195032565	2.669253587
ENSMAUG00000011113.1	SLC35F1	-0.84	-0.8	-0.94	-0.669	-0.743	-0.798	-0.763	-0.855
ENSMAUG00000011114.1	WSCD2	-0.916	-0.895	-0.992	-0.413	-0.916	-0.614	-0.726	-0.607
ENSMAUG00000011115.1	RADX	-0.833	-0.783	-0.825	-0.887	-0.955	-0.944	-0.981	-0.963
ENSMAUG00000011116.1	ZSCAN2	-0.73	-0.771	-0.679	-0.73	-0.873	-0.853	-0.783	-0.714
ENSMAUG00000011117.1		4.764898123	5.189864084	5.139060139	5.084872152	4.748461233	5.148852778	4.679029627	4.920864929
ENSMAUG00000011118.1	HIPK2	2.768925336	3.112866909	3.597292791	3.716112942	3.014890848	3.554588852	3.19519009	3.488000771
ENSMAUG00000011119.1		-0.921	-1	-0.911	-0.922	-1	-1	-0.935	-1
ENSMAUG00000011120.1	GPNMB	5.600507645	5.619119511	6.150904875	4.670047179	4.751195896	4.269407241	3.479489271	4.021390889
ENSMAUG00000011121.1	MEP1A	-0.971	-1	-1	-1	-1	-1	-1	-0.992
ENSMAUG00000011122.1	1700012B07RIK	-0.96	-1	-1	-1	-1	-0.962	-1	-1
ENSMAUG00000011123.1	ATF3	3.291750885	4.023964991	3.831471933	2.884402553	3.951867504	2.813319455	0.240008965	0.817213924
ENSMAUG00000011124.1	TCTEX1D2	2.937344392	3.029629568	3.129118128	3.336854639	3.088820033	2.971957335	2.758516389	2.543495883
ENSMAUG00000011125.1		3.516771607	4.139715053	4.726395292	1.59645814	1.729879012	1.058662839	1.535555333	1.615416297
ENSMAUG00000011126.1	ZFP106	2.786387261	2.93659083	3.135206499	3.560837212	3.063675503	3.70055069	3.357270476	3.664141468
ENSMAUG00000011127.1	CCAR2	2.449693423	2.623866862	2.907275263	2.68683665	2.086444109	2.35473424	1.724213687	2.136519533
ENSMAUG00000011128.1	CPEB4	1.858378925	1.98550043	2.183010037	2.186817459	1.757023247	2.132576843	1.651683181	1.920674411
ENSMAUG00000011129.1	NPAT	1.461528559	1.612116552	1.750606505	1.597411988	1.329410671	1.711935357	1.133563526	1.41196851
ENSMAUG00000011130.1	COQ6	1.128293401	0.980390956	0.938097561	0.74760223	0.888304895	1.069014678	1.176960992	1.337425664
ENSMAUG00000011131.1	MS4A4A	6.871092049	6.000135246	6.959677434	1.901494455	3.796909183	1.022900402	-0.161	0.721591399
ENSMAUG00000011132.1	HNRNPDL	3.636566622	3.704097304	4.207970917	3.909869089	3.349082146	4.006746832	2.815985227	3.388327324
ENSMAUG00000011133.1	ABCC6	-0.863	-0.768	-0.793	-0.721	-0.701	-0.662	-0.8	-0.686
ENSMAUG00000011134.1	TRMT1	2.117695043	2.169283661	2.384878704	2.010421805	1.340277405	1.604545816	1.029982866	1.257010618
ENSMAUG00000011135.1	COMMD4	3.456149035	3.459038103	3.71688118	3.385707125	3.289686943	3.036151628	2.947105052	3.234654595
ENSMAUG00000011136.1	PRRC1	2.422233001	2.764685853	2.902266569	2.111365231	1.702214251	1.904580435	1.672199019	1.984771612
ENSMAUG00000011137.1	SLC35F5	1.722028778	1.4473147	1.422233001	1.97929371	1.720278465	1.997111721	1.743299528	1.968643756
ENSMAUG00000011138.1	CPA4	-1	-0.97	-0.969	-0.973	-1	-1	-1	-1
ENSMAUG00000011139.1	RASA1	2.866116702	2.747172537	2.961438118	2.883425316	2.60951859	2.984224757	2.462837601	2.558512553
ENSMAUG00000011140.1	HBA-X	-0.867	-0.643	-1	-0.354	-0.825	-0.421	-0.511	-0.636
ENSMAUG00000011141.1		-0.464	0.542010356	0.075874867	1.110363243	-0.266	-1	-0.549	-0.679
ENSMAUG00000011142.1		-0.1	-0.184	1.132247798	-1	-0.563	-0.049	-0.238	-0.647
ENSMAUG00000011143.1	CNTF	-0.742	-0.649	-0.687	-0.765	-0.742	-0.637	-0.554	-0.647
ENSMAUG00000011144.1	PRSS36	0.50589093	0.434027675	0.828631582	1.319617934	0.83673208	1.296897858	0.640620928	1.083383588
ENSMAUG00000011145.1	LSM14A	4.185390853	4.298878222	4.539903236	4.248914283	3.754353072	4.125320474	3.629123438	3.801055159
ENSMAUG00000011146.1	RSL24D1	4.040541794	3.695325744	4.361557834	4.048236186	3.364572432	3.617298483	3.222340896	3.541638734
ENSMAUG00000011147.1		5.263860713	4.683977107	4.987411827	4.95265972	4.619354316	4.876320481	5.03483197	4.899900664
ENSMAUG00000011148.1		-0.86	-0.9	-0.79	-0.685	-0.848	-0.776	-0.772	-0.745
ENSMAUG00000011149.1	BOK	0.630405471	1.207892852	0.857582955	1.34879896	1.22527493	0.348232419	0.444667067	0.611644543
ENSMAUG00000011150.1	MRPS2	1.707082992	2.367371066	2.542753311	1.977463111	1.789520604	1.715454127	1.545474211	1.740711733
ENSMAUG00000011151.1	HOMER1	2.541267018	2.270229907	2.49441561	2.676267408	2.054153872	2.896078055	1.810648748	2.417650017
ENSMAUG00000011152.1	FOXF1	1.318461465	2.319328904	1.953451501	4.212802766	3.244278199	3.473786912	2.585683668	2.829646635
ENSMAUG00000011153.1	DDX21	3.847696314	3.780520083	4.674630131	3.283032775	2.761072471	3.057623558	2.438026647	2.634128558
ENSMAUG00000011154.1	OLFR1441	-0.955	-1	-1	-1	-0.971	-0.957	-0.963	-0.965
ENSMAUG00000011155.1	TECTB	-0.87	-0.785	-0.801	-0.855	-0.895	-0.734	-0.81	-0.772
ENSMAUG00000011156.1	ALPK3	-0.598	-0.487	-0.487	0.906120953	0.201633861	1.338567037	0.746742716	1.044044333
ENSMAUG00000011157.1	CKS1B	2.928275562	3.031395196	3.260176243	1.739848103	1.712815854	1.925999419	2.284810223	2.214124805
ENSMAUG00000011158.1	BARX2	-0.917	-0.875	-0.962	-0.921	-0.904	-0.969	-0.96	-0.987
ENSMAUG00000011159.1	VGLL4	2.485941983	2.847996907	2.933006024	3.373369806	3.031924464	3.198336989	2.714355433	2.893750502
ENSMAUG00000011160.1	FANCD2	0.344828497	0.370722275	0.318461465	-0.838	-0.617	-0.84	-0.897	-0.857
ENSMAUG00000011161.1		-0.956	-0.987	-1	-0.915	-0.94	-0.916	-0.282	-0.897
ENSMAUG00000011162.1	FAP	0.543000877	0.409255147	1.783666181	-0.732	-0.641	-0.838	-0.836	-0.636
ENSMAUG00000011163.1	PMAIP1	0.140124224	0.690640579	0.264236151	1.011495639	1.032100843	0.831877241	0.489542936	0.317304068
ENSMAUG00000011164.1	4833427G06RIK	1.51903861	1.838750118	1.789103218	2.303634645	2.407080775	-0.019	0.46048047	0.730313886
ENSMAUG00000011165.1	MS4A3	-0.886	-0.633	-0.743	-0.836	-0.725	-0.811	-0.908	-0.845
ENSMAUG00000011166.1	TBX18	-0.93	-0.899	-0.855	-0.944	-0.866	-0.703	-0.831	-0.792
ENSMAUG00000011167.1	MTIF3	1.362890643	0.762986565	1.489542936	1.514501036	0.832687516	1.022900402	0.601221086	1.440952198
